appId,year_bucket,minInstalls_bucket
com.codetroopers.transport.tours,[2011-2015],[Install between 50001 or 100000]
com.driiveme.driivemeapp,[2011-2015],[Install between 50001 or 100000]
es.ctmam.movil,[2011-2015],[Install between 50001 or 100000]
jp.co.hokutetsu.arj,[2011-2015],[Install between 50001 or 100000]
com.HiApps.CheonanBus,[2011-2015],[Install between 50001 or 100000]
com.HiApps.MokpoBus,[2011-2015],[Install between 50001 or 100000]
jp.locky.android.ekilocky,[2011-2015],[Install between 50001 or 100000]
jp.kodoux.nishitetsubustime,[2011-2015],[Install between 50001 or 100000]
com.tistory.agplove53.y2015.googleplaymarket.expressbus,[2011-2015],[Install between 50001 or 100000]
kr.e777.daeriya.jang1017,[2011-2015],[Install between 50001 or 100000]
com.no_magic.kennzeichen_d,[2011-2015],[Install between 50001 or 100000]
com.classco.marcel,[2011-2015],[Install between 50001 or 100000]
com.yjw.android.busanbus,[2011-2015],[Install between 50001 or 100000]
com.ingenia.bilmanbus,[2011-2015],[Install between 50001 or 100000]
com.kocaman,[2011-2015],[Install between 50001 or 100000]
sergio.garcia.cercaniashorariosfree,[2011-2015],[Install between 50001 or 100000]
com.HiApps.JejuBus,[2011-2015],[Install between 50001 or 100000]
gov.krcl.krclapp,[2011-2015],[Install between 50001 or 100000]
com.inventiaplus.lpapark,[2011-2015],[Install between 50001 or 100000]
dk.mobilparkering.android,[2011-2015],[Install between 50001 or 100000]
fr.tao.adm,[2011-2015],[Install between 50001 or 100000]
com.HiApps.CheongjuBus,[2011-2015],[Install between 50001 or 100000]
com.tiskel.tma.katowicelider,[2011-2015],[Install between 50001 or 100000]
com.onyx.cek.pajak.kendaraan,[2011-2015],[Install between 50001 or 100000]
se.taxijakt.android,[2011-2015],[Install between 50001 or 100000]
no.giantleap.gronn.kontakt,[2011-2015],[Install between 50001 or 100000]
lime.taxi.key.id20,[2011-2015],[Install between 50001 or 100000]
lime.taxi.key.id62,[2011-2015],[Install between 50001 or 100000]
de.hafas.android.nahsh,[2011-2015],[Install between 50001 or 100000]
fr.ratp.rera,[2011-2015],[Install between 50001 or 100000]
com.vinnap.transportvn,[2011-2015],[Install between 50001 or 100000]
nl.dekleijndevelopment.rollerbanknl,[2011-2015],[Install between 50001 or 100000]
net.otobussaatleri,[2011-2015],[Install between 50001 or 100000]
com.irbis.smartapp,[2011-2015],[Install between 50001 or 100000]
br.com.embryo.rpc.android.vem,[2011-2015],[Install between 50001 or 100000]
com.kormedi.dictionary.main,[2011-2015],[Install between 50001 or 100000]
com.fmeddi.meditosd,[2011-2015],[Install between 50001 or 100000]
cat.gencat.mobi.sem,[2011-2015],[Install between 50001 or 100000]
tw.org.kmuh.app.android.netreg,[2011-2015],[Install between 50001 or 100000]
kr.bit.DrugInfo.Main,[2011-2015],[Install between 50001 or 100000]
es.riojasalud.riojasalud2,[2011-2015],[Install between 50001 or 100000]
refertionline.rbsoft.com,[2011-2015],[Install between 50001 or 100000]
tw.com.cidt.tpech,[2011-2015],[Install between 50001 or 100000]
com.cbgsolutions.mpittrial,[2011-2015],[Install between 50001 or 100000]
ch.medgate.threesixty.app,[2011-2015],[Install between 50001 or 100000]
tw.com.cidt.vghtc,[2011-2015],[Install between 50001 or 100000]
com.lifesemantics.code,[2011-2015],[Install between 50001 or 100000]
com.forevolabs.terapevt,[2011-2015],[Install between 50001 or 100000]
com.matsuyamashinji.birthcalender,[2011-2015],[Install between 50001 or 100000]
com.xtreme_.medicationguide,[2011-2015],[Install between 50001 or 100000]
jp.co.benesse.android.tamahiyo.nakipita,[2011-2015],[Install between 50001 or 100000]
com.mobile.fremap,[2011-2015],[Install between 50001 or 100000]
com.jerarquicos.jsmovil,[2011-2015],[Install between 50001 or 100000]
jp.co.plusr.android.okusurinote,[2011-2015],[Install between 50001 or 100000]
com.ihpapp.app,[2011-2015],[Install between 50001 or 100000]
nl.ditzo.android.mijnditzo,[2011-2015],[Install between 50001 or 100000]
com.agfa,[2011-2015],[Install between 50001 or 100000]
com.modz.app,[2011-2015],[Install between 50001 or 100000]
com.phonegap.testedefertilidade,[2011-2015],[Install between 50001 or 100000]
com.marcos.rorschach,[2011-2015],[Install between 50001 or 100000]
com.mostrarium.adhoc.enfermeriablog,[2011-2015],[Install between 50001 or 100000]
br.com.funcionalcard,[2011-2015],[Install between 50001 or 100000]
com.binpar.cota,[2011-2015],[Install between 50001 or 100000]
com.achoonu.keir,[2011-2015],[Install between 50001 or 100000]
pl.luxmedlublin.app,[2011-2015],[Install between 50001 or 100000]
com.inova.velocity,[2011-2015],[Install between 50001 or 100000]
com.bhm.mbn,[2011-2015],[Install between 50001 or 100000]
ru.rlsnet.guide,[2011-2015],[Install between 50001 or 100000]
com.allergy.remedies,[2011-2015],[Install between 50001 or 100000]
com.nitrodev.aghani.maghribia2015,[2011-2015],[Install between 50001 or 100000]
com.nitrodev.chaabimusic.maroc,[2011-2015],[Install between 50001 or 100000]
com.faapps.salihalyami,[2011-2015],[Install between 50001 or 100000]
de.gnm.metropolfm,[2011-2015],[Install between 50001 or 100000]
com.sounds.turnicidae,[2011-2015],[Install between 50001 or 100000]
com.arabicaudiobooks.rokiazawaj.tayssir_zawaj_bisawt,[2011-2015],[Install between 50001 or 100000]
de.nexxoo.radiob2,[2011-2015],[Install between 50001 or 100000]
net.imeps.bestalbums,[2011-2015],[Install between 50001 or 100000]
net.fluidstream.radiokisskiss,[2011-2015],[Install between 50001 or 100000]
rnl.APPLICATION,[2011-2015],[Install between 50001 or 100000]
com.whiteclouds.lordvenkateswarasongs,[2011-2015],[Install between 50001 or 100000]
net.manhajona.muallimmaheralmueaqly,[2011-2015],[Install between 50001 or 100000]
com.whiteclouds.lordshivasongs,[2011-2015],[Install between 50001 or 100000]
com.zdp72.audio.book.poetry.tales.barto,[2011-2015],[Install between 50001 or 100000]
com.andromo.dev341420.app419243,[2011-2015],[Install between 50001 or 100000]
cz.anywhere.radiobeat,[2011-2015],[Install between 50001 or 100000]
com.smartsong.seventhclassic,[2011-2015],[Install between 50001 or 100000]
de.konsole_labs.hr.android.hr1,[2011-2015],[Install between 50001 or 100000]
com.reddys.tabla,[2011-2015],[Install between 50001 or 100000]
com.prisaradio.replicapp.m80,[2011-2015],[Install between 50001 or 100000]
com.radioglobo,[2011-2015],[Install between 50001 or 100000]
com.akadev.aghani.cha3biya_maghribia,[2011-2015],[Install between 50001 or 100000]
com.muslimcharityapps.alhussariwarsh,[2011-2015],[Install between 50001 or 100000]
net.manhajona.AlRoqiaChariaMp3,[2011-2015],[Install between 50001 or 100000]
com.androdev.popularringtones,[2011-2015],[Install between 50001 or 100000]
com.redebahia.bahiafm,[2011-2015],[Install between 50001 or 100000]
br.com.geq.verdinha,[2011-2015],[Install between 50001 or 100000]
com.faapps.khotabjom3a,[2011-2015],[Install between 50001 or 100000]
com.edsoft.zikir,[2011-2015],[Install between 50001 or 100000]
br.com.pampa.osul,[2011-2015],[Install between 50001 or 100000]
de.regenbogen.radio,[2011-2015],[Install between 50001 or 100000]
com.asinc.pakistani.national.songs,[2011-2015],[Install between 50001 or 100000]
com.lifeok.bhaktisongssaibaba,[2011-2015],[Install between 50001 or 100000]
com.whiteclouds.lordayyappansongs,[2011-2015],[Install between 50001 or 100000]
com.whiteclouds.lordammansongs,[2011-2015],[Install between 50001 or 100000]
tr.com.alyaka.alper.toddlerszurna,[2011-2015],[Install between 50001 or 100000]
com.kookydroidapps.audiomp3.surahyaseenfree,[2011-2015],[Install between 50001 or 100000]
com.ast.catalog,[2011-2015],[Install between 50001 or 100000]
com.chiku.buddhistpirith,[2011-2015],[Install between 50001 or 100000]
com.andromo.dev335074.app405761,[2011-2015],[Install between 50001 or 100000]
com.greencopper.android.southside,[2011-2015],[Install between 50001 or 100000]
com.lifeok.kunjbihariaarti,[2011-2015],[Install between 50001 or 100000]
at.ncn.schlagercharts,[2011-2015],[Install between 50001 or 100000]
com.atlascasa.chantoiseaux,[2011-2015],[Install between 50001 or 100000]
net.r4tecnologia.acheradios,[2011-2015],[Install between 50001 or 100000]
com.sounds.zebradove,[2011-2015],[Install between 50001 or 100000]
com.eneasgesing.radios.ba,[2011-2015],[Install between 50001 or 100000]
com.maneleromania.radio2016,[2011-2015],[Install between 50001 or 100000]
appinventor.ai_rodrigo2017.CantoCurio,[2011-2015],[Install between 50001 or 100000]
app.padrereginaldo,[2011-2015],[Install between 50001 or 100000]
br.com.radiosertanejaraiz.www,[2011-2015],[Install between 50001 or 100000]
com.musicapagode,[2011-2015],[Install between 50001 or 100000]
br.com.mobradio.sulamericaparadiso,[2011-2015],[Install between 50001 or 100000]
com.dnm.radiokoeln,[2011-2015],[Install between 50001 or 100000]
com.almostaghfirapps.AlHosary,[2011-2015],[Install between 50001 or 100000]
com.kerimtorun.mezdekemuzikleri,[2011-2015],[Install between 50001 or 100000]
com.andromo.dev335074.app379109,[2011-2015],[Install between 50001 or 100000]
chardonneret.atlascasa,[2011-2015],[Install between 50001 or 100000]
info.funnyfood.audiohistorias,[2011-2015],[Install between 50001 or 100000]
com.app.shivamritwani,[2011-2015],[Install between 50001 or 100000]
com.mobileromania.muzicapopulara,[2011-2015],[Install between 50001 or 100000]
br.com.cadena.smartradio.clubefmribeiraopreto,[2011-2015],[Install between 50001 or 100000]
com.kerimtorun.ilahidinletisi,[2011-2015],[Install between 50001 or 100000]
com.duydt.guitarlearning,[2011-2015],[Install between 50001 or 100000]
com.eneasgesing.radios.pe,[2011-2015],[Install between 50001 or 100000]
com.SixDayStudio.ColeirosCantosParaEncarte,[2011-2015],[Install between 50001 or 100000]
com.rbrazil,[2011-2015],[Install between 50001 or 100000]
com.androdev.islamicringtones,[2011-2015],[Install between 50001 or 100000]
br.com.cadena.smartradio.sertaneja106fm,[2011-2015],[Install between 50001 or 100000]
com.atlasdata.ro9ya_char3iya,[2011-2015],[Install between 50001 or 100000]
com.appwizard.amaurornisbird,[2011-2015],[Install between 50001 or 100000]
com.gnirt.durgamaa,[2011-2015],[Install between 50001 or 100000]
app.padreFabio,[2011-2015],[Install between 50001 or 100000]
com.amalpro.amdah.wa.anachid,[2011-2015],[Install between 50001 or 100000]
br.com.cadena.smartradio.maniafmriodejaneiro,[2011-2015],[Install between 50001 or 100000]
com.mtt.ilahiler,[2011-2015],[Install between 50001 or 100000]
com.andromo.dev385961.app439973,[2011-2015],[Install between 50001 or 100000]
com.sllebofnignirt.jaiambegori,[2011-2015],[Install between 50001 or 100000]
com.appwizard.junglefowl,[2011-2015],[Install between 50001 or 100000]
com.chippie.chilli.suprabhatam,[2011-2015],[Install between 50001 or 100000]
com.wuvistudio.sudaisquranmp3juz30,[2011-2015],[Install between 50001 or 100000]
com.hw.taiwanesesong,[2011-2015],[Install between 50001 or 100000]
com.andromo.dev391844.app447748,[2011-2015],[Install between 50001 or 100000]
com.saudiplanet.mhnaShela,[2011-2015],[Install between 50001 or 100000]
org.best.classicalrngtones,[2011-2015],[Install between 50001 or 100000]
com.bhagavadgita.marathi,[2011-2015],[Install between 50001 or 100000]
net.andromo.queeenyiced.dev,[2011-2015],[Install between 50001 or 100000]
br.com.mobradio.jornal820am,[2011-2015],[Install between 50001 or 100000]
com.anwar.zahid,[2011-2015],[Install between 50001 or 100000]
com.fountain.vithupavliabhangvani,[2011-2015],[Install between 50001 or 100000]
com.andromo.dev352756.app393430,[2011-2015],[Install between 50001 or 100000]
com.krishna.bhajan,[2011-2015],[Install between 50001 or 100000]
com.islamapp.mohhasan,[2011-2015],[Install between 50001 or 100000]
com.mtt.damararabesk,[2011-2015],[Install between 50001 or 100000]
com.adlpartner.zineway,[2011-2015],[Install between 50001 or 100000]
com.et.banking,[2011-2015],[Install between 50001 or 100000]
com.roshanpal.hindinewspapers,[2011-2015],[Install between 50001 or 100000]
jp.or.nhk.scoopbox,[2011-2015],[Install between 50001 or 100000]
de.phoenix.app,[2011-2015],[Install between 50001 or 100000]
com.jsl_prod.presse,[2011-2015],[Install between 50001 or 100000]
com.mecom.destentor.nl,[2011-2015],[Install between 50001 or 100000]
com.mecom.bndestem.nl,[2011-2015],[Install between 50001 or 100000]
jp.mainichi.sportsApp,[2011-2015],[Install between 50001 or 100000]
mainichi.jp.papers,[2011-2015],[Install between 50001 or 100000]
at.krone.epaper,[2011-2015],[Install between 50001 or 100000]
com.lalsace_prod.presse,[2011-2015],[Install between 50001 or 100000]
com.lbp_prod.presse,[2011-2015],[Install between 50001 or 100000]
com.allnews.gujarati,[2011-2015],[Install between 50001 or 100000]
com.lrl_prod.presse,[2011-2015],[Install between 50001 or 100000]
ru.smi2.news.android,[2011-2015],[Install between 50001 or 100000]
com.sindonews.android,[2011-2015],[Install between 50001 or 100000]
com.twipemobile.delimburgerdigitaal,[2011-2015],[Install between 50001 or 100000]
nl.dvhn.areader,[2011-2015],[Install between 50001 or 100000]
com.abhiabhi.ipage.mayapp,[2011-2015],[Install between 50001 or 100000]
de.osthessennews.app,[2011-2015],[Install between 50001 or 100000]
com.mattino.mobile.app,[2011-2015],[Install between 50001 or 100000]
de.mdr.smartphone.android.mdrthueringen,[2011-2015],[Install between 50001 or 100000]
com.mecom.bd.nl,[2011-2015],[Install between 50001 or 100000]
com.mecom.tctubantia.nl,[2011-2015],[Install between 50001 or 100000]
com.alido.primapagina,[2011-2015],[Install between 50001 or 100000]
suedtirolnews.app,[2011-2015],[Install between 50001 or 100000]
ma.ikad.akhbar,[2011-2015],[Install between 50001 or 100000]
com.milibris.standalone.app.pariscourses,[2011-2015],[Install between 50001 or 100000]
ch.swisscom.bluewin,[2011-2015],[Install between 50001 or 100000]
nl.avrotros.opgelicht,[2011-2015],[Install between 50001 or 100000]
com.panapp.lotto,[2011-2015],[Install between 50001 or 100000]
de.mdr.smartphone.android.mdrsachsen,[2011-2015],[Install between 50001 or 100000]
com.dna_prod.presse,[2011-2015],[Install between 50001 or 100000]
com.lindependant.android,[2011-2015],[Install between 50001 or 100000]
com.paperlit.android.lacucinaitaliana,[2011-2015],[Install between 50001 or 100000]
nl.eenlimburg.app,[2011-2015],[Install between 50001 or 100000]
com.mecom.pzc.nl,[2011-2015],[Install between 50001 or 100000]
nl.rtvdrenthe.android,[2011-2015],[Install between 50001 or 100000]
nl.omroepzeeland.android,[2011-2015],[Install between 50001 or 100000]
fr.airweb.varmatin,[2011-2015],[Install between 50001 or 100000]
com.leprogres_prod.presse,[2011-2015],[Install between 50001 or 100000]
com.goodbarber.linfo,[2011-2015],[Install between 50001 or 100000]
com.ler_prod.presse,[2011-2015],[Install between 50001 or 100000]
com.yenimedya.mansetler,[2011-2015],[Install between 50001 or 100000]
com.cryptoinnovation.marathibatmya,[2011-2015],[Install between 50001 or 100000]
de.id.hna,[2011-2015],[Install between 50001 or 100000]
com.roshanpal.kannadanewspapers,[2011-2015],[Install between 50001 or 100000]
net.dmags,[2011-2015],[Install between 50001 or 100000]
com.infinity_dev.lotto,[2011-2015],[Install between 50001 or 100000]
com.arabs48,[2011-2015],[Install between 50001 or 100000]
com.mk.mk_epaper_mobile,[2011-2015],[Install between 50001 or 100000]
kr.co.wowtv.wowtv,[2011-2015],[Install between 50001 or 100000]
com.milibris.standalone.app.paristurf,[2011-2015],[Install between 50001 or 100000]
com.milibris.standalone.app.challenges,[2011-2015],[Install between 50001 or 100000]
fi.ptm.tekstitv,[2011-2015],[Install between 50001 or 100000]
se.expressen.areader,[2011-2015],[Install between 50001 or 100000]
com.link.revistaistoe,[2011-2015],[Install between 50001 or 100000]
com.allnews.hindi,[2011-2015],[Install between 50001 or 100000]
com.teamandroid.allinonenewspaper,[2011-2015],[Install between 50001 or 100000]
com.janpadnewslive,[2011-2015],[Install between 50001 or 100000]
malaylotto.studio.giant.com.malaylotto,[2011-2015],[Install between 50001 or 100000]
com.readapp.livemollynews.getapp,[2011-2015],[Install between 50001 or 100000]
ua.burda.ivdspesial,[2011-2015],[Install between 50001 or 100000]
com.nstp.mymetro,[2011-2015],[Install between 50001 or 100000]
com.nstp.bh,[2011-2015],[Install between 50001 or 100000]
